id,output,gt,text
146,null,null,"""Sample 3600 training sample - Puma socks and socks"""
147,null,null,"""Sample 3600 training sample - Bata football and tshirts"""
148,null,null,"""Sample 3700 training sample - Nike football and tshirts"""
149,null,null,"""Sample 3700 training sample - Adidas socks and tshirts"""
150,null,null,"""Sample 3700 training sample - Puma football and football"""
151,null,null,"""Sample 3700 training sample - Bata sweaters and jeans"""
152,null,null,"""Sample 3800 training sample - Nike shoes and tshirts"""
153,null,null,"""Sample 3800 training sample - Adidas jeans and pants"""
154,null,null,"""Sample 3800 training sample - Puma socks and pants"""
155,null,null,"""Sample 3800 training sample - Bata jeans and jeans"""
156,null,null,"""Sample 3900 training sample - Nike tshirts and tshirts"""
157,null,null,"""Sample 3900 training sample - Adidas hoodies and shoes"""
158,null,null,"""Sample 3900 training sample - Puma hoodies and pants"""
159,null,null,"""Sample 3900 training sample - Bata jeans and hoodies"""
160,null,null,"""Sample 4000 training sample - Nike shoes and pants"""
161,null,null,"""Sample 4000 training sample - Adidas jeans and football"""
162,null,null,"""Sample 4000 training sample - Puma jeans and jeans"""
163,null,null,"""Sample 4000 training sample - Bata socks and football"""
164,null,null,"""Sample 4100 training sample - Nike pants and sweaters"""
165,null,null,"""Sample 4100 training sample - Adidas pants and hoodies"""
166,null,null,"""Sample 4100 training sample - Puma pants and shoes"""
167,null,null,"""Sample 4100 training sample - Bata football and football"""
168,null,null,"""Sample 4200 training sample - Nike pants and hoodies"""
169,null,null,"""Sample 4200 training sample - Adidas jeans and hoodies"""
170,null,null,"""Sample 4200 training sample - Puma sweaters and hoodies"""
171,null,null,"""Sample 4200 training sample - Bata sweaters and football"""
172,null,null,"""Sample 4300 training sample - Nike jeans and shoes"""
173,null,null,"""Sample 4300 training sample - Adidas socks and shoes"""
174,null,null,"""Sample 4300 training sample - Puma socks and jeans"""
175,null,null,"""Sample 4300 training sample - Bata jeans and socks"""
176,null,null,"""Sample 4400 training sample - Nike football and socks"""
177,null,null,"""Sample 4400 training sample - Adidas hoodies and sweaters"""
178,null,null,"""Sample 4400 training sample - Puma shoes and pants"""
179,null,null,"""Sample 4400 training sample - Bata jeans and football"""
180,null,null,"""Sample 4500 training sample - Nike tshirts and shoes"""
181,null,null,"""Sample 4500 training sample - Adidas tshirts and pants"""
182,null,null,"""Sample 4500 training sample - Puma football and football"""
183,null,null,"""Sample 4500 training sample - Bata tshirts and hoodies"""
184,null,null,"""Sample 4600 training sample - Nike pants and shoes"""
185,null,null,"""Sample 4600 training sample - Adidas jeans and pants"""
186,null,null,"""Sample 4600 training sample - Puma tshirts and football"""
187,null,null,"""Sample 4600 training sample - Bata football and shoes"""
188,null,null,"""Sample 4700 training sample - Nike sweaters and socks"""
189,null,null,"""Sample 4700 training sample - Adidas socks and jeans"""
190,null,null,"""Sample 4700 training sample - Puma pants and socks"""
191,null,null,"""Sample 4700 training sample - Bata jeans and sweaters"""
192,null,null,"""Sample 4800 training sample - Nike sweaters and sweaters"""
193,null,null,"""Sample 4800 training sample - Adidas sweaters and sweaters"""
194,null,null,"""Sample 4800 training sample - Puma sweaters and sweaters"""
195,null,null,"""Sample 4800 training sample - Bata tshirts and shoes"""
196,null,null,"""Sample 4900 training sample - Nike shoes and pants"""
197,null,null,"""Sample 4900 training sample - Adidas socks and hoodies"""
198,null,null,"""Sample 4900 training sample - Puma pants and shoes"""
199,null,null,"""Sample 4900 training sample - Bata football and hoodies"""
200,null,null,"""Sample 5000 training sample - Nike pants and football"""
201,null,null,"""Sample 5000 training sample - Adidas tshirts and tshirts"""
202,null,null,"""Sample 5000 training sample - Puma shoes and hoodies"""
203,null,null,"""Sample 5000 training sample - Bata jeans and hoodies"""
204,null,null,"""Sample 5100 training sample - Nike jeans and hoodies"""
205,null,null,"""Sample 5100 training sample - Adidas hoodies and jeans"""
206,null,null,"""Sample 5100 training sample - Puma hoodies and hoodies"""
207,null,null,"""Sample 5100 training sample - Bata jeans and shoes"""
208,null,null,"""Sample 5200 training sample - Nike football and jeans"""
209,null,null,"""Sample 5200 training sample - Adidas sweaters and tshirts"""
210,null,null,"""Sample 5200 training sample - Puma hoodies and pants"""
211,null,null,"""Sample 5200 training sample - Bata socks and pants"""
212,null,null,"""Sample 5300 training sample - Nike pants and sweaters"""
213,null,null,"""Sample 5300 training sample - Adidas tshirts and football"""
214,null,null,"""Sample 5300 training sample - Puma shoes and hoodies"""
215,null,null,"""Sample 5300 training sample - Bata pants and tshirts"""
216,null,null,"""Sample 5400 training sample - Nike pants and shoes"""
217,null,null,"""Sample 5400 training sample - Adidas hoodies and hoodies"""
218,null,null,"""Sample 5400 training sample - Puma jeans and shoes"""
219,null,null,"""Sample 5400 training sample - Bata sweaters and jeans"""
220,null,null,"""Sample 5500 training sample - Nike pants and shoes"""
221,null,null,"""Sample 5500 training sample - Adidas football and socks"""
222,null,null,"""Sample 5500 training sample - Puma jeans and jeans"""
223,null,null,"""Sample 5500 training sample - Bata socks and jeans"""
224,null,null,"""Sample 5600 training sample - Nike sweaters and socks"""
225,null,null,"""Sample 5600 training sample - Adidas pants and tshirts"""
226,null,null,"""Sample 5600 training sample - Puma socks and socks"""
227,null,null,"""Sample 5600 training sample - Bata football and hoodies"""
228,null,null,"""Sample 5700 training sample - Nike hoodies and sweaters"""
229,null,null,"""Sample 5700 training sample - Adidas jeans and jeans"""
230,null,null,"""Sample 5700 training sample - Puma football and football"""
231,null,null,"""Sample 5700 training sample - Bata shoes and jeans"""
232,null,null,"""Sample 5800 training sample - Nike shoes and socks"""
233,null,null,"""Sample 5800 training sample - Adidas shoes and hoodies"""
234,null,null,"""Sample 5800 training sample - Puma football and pants"""
235,null,null,"""Sample 5800 training sample - Bata tshirts and tshirts"""
236,null,null,"""Sample 5900 training sample - Nike tshirts and jeans"""
237,null,null,"""Sample 5900 training sample - Adidas socks and shoes"""
238,null,null,"""Sample 5900 training sample - Puma hoodies and tshirts"""
239,null,null,"""Sample 5900 training sample - Bata hoodies and shoes"""
240,null,null,"""Sample 6000 training sample - Nike pants and football"""
241,null,null,"""Sample 6000 training sample - Adidas socks and socks"""
242,null,null,"""Sample 6000 training sample - Puma jeans and hoodies"""
243,null,null,"""Sample 6000 training sample - Bata shoes and tshirts"""
244,null,null,"""Sample 6100 training sample - Nike sweaters and pants"""
245,null,null,"""Sample 6100 training sample - Adidas socks and hoodies"""
246,null,null,"""Sample 6100 training sample - Puma jeans and football"""
247,null,null,"""Sample 6100 training sample - Bata sweaters and shoes"""
248,null,null,"""Sample 6200 training sample - Nike football and socks"""
249,null,null,"""Sample 6200 training sample - Adidas socks and tshirts"""
250,null,null,"""Sample 6200 training sample - Puma shoes and football"""
251,null,null,"""Sample 6200 training sample - Bata jeans and socks"""
252,null,null,"""Sample 6300 training sample - Nike hoodies and tshirts"""
253,null,null,"""Sample 6300 training sample - Adidas football and pants"""
254,null,null,"""Sample 6300 training sample - Puma tshirts and jeans"""
255,null,null,"""Sample 6300 training sample - Bata socks and sweaters"""
256,null,null,"""Sample 6400 training sample - Nike football and football"""
257,null,null,"""Sample 6400 training sample - Adidas socks and shoes"""
258,null,null,"""Sample 6400 training sample - Puma jeans and pants"""
259,null,null,"""Sample 6400 training sample - Bata shoes and socks"""
260,null,null,"""Sample 6500 training sample - Nike shoes and tshirts"""
261,null,null,"""Sample 6500 training sample - Adidas hoodies and sweaters"""
262,null,null,"""Sample 6500 training sample - Puma socks and shoes"""
263,null,null,"""Sample 6500 training sample - Bata tshirts and hoodies"""
264,null,null,"""Sample 6600 training sample - Nike socks and football"""
265,null,null,"""Sample 6600 training sample - Adidas shoes and sweaters"""
266,null,null,"""Sample 6600 training sample - Puma tshirts and jeans"""
267,null,null,"""Sample 6600 training sample - Bata tshirts and shoes"""
268,null,null,"""Sample 6700 training sample - Nike sweaters and socks"""
269,null,null,"""Sample 6700 training sample - Adidas jeans and hoodies"""
270,null,null,"""Sample 6700 training sample - Puma jeans and sweaters"""
271,null,null,"""Sample 6700 training sample - Bata football and tshirts"""
272,null,null,"""Sample 6800 training sample - Nike tshirts and shoes"""
273,null,null,"""Sample 6800 training sample - Adidas socks and shoes"""
274,null,null,"""Sample 6800 training sample - Puma hoodies and hoodies"""
275,null,null,"""Sample 6800 training sample - Bata pants and socks"""
276,null,null,"""Sample 6900 training sample - Nike hoodies and sweaters"""
277,null,null,"""Sample 6900 training sample - Adidas hoodies and socks"""
278,null,null,"""Sample 6900 training sample - Puma football and socks"""
279,null,null,"""Sample 6900 training sample - Bata pants and sweaters"""
280,null,null,"""Sample 7000 training sample - Nike jeans and jeans"""
281,null,null,"""Sample 7000 training sample - Adidas jeans and football"""
282,null,null,"""Sample 7000 training sample - Puma football and sweaters"""
283,null,null,"""Sample 7000 training sample - Bata sweaters and shoes"""
284,null,null,"""Sample 7100 training sample - Nike tshirts and socks"""
285,null,null,"""Sample 7100 training sample - Adidas sweaters and sweaters"""
286,null,null,"""Sample 7100 training sample - Puma pants and sweaters"""
287,null,null,"""Sample 7100 training sample - Bata tshirts and hoodies"""
288,null,null,"""Sample 7200 training sample - Nike shoes and shoes"""
289,null,null,"""Sample 7200 training sample - Adidas sweaters and hoodies"""
290,null,null,"""Sample 7200 training sample - Puma hoodies and jeans"""
291,null,null,"""Sample 7200 training sample - Bata socks and shoes"""
292,null,null,"""Sample 7300 training sample - Nike hoodies and socks"""
293,null,null,"""Sample 7300 training sample - Adidas hoodies and socks"""
294,null,null,"""Sample 7300 training sample - Puma sweaters and football"""
295,null,null,"""Sample 7300 training sample - Bata hoodies and hoodies"""
296,null,null,"""Sample 7400 training sample - Nike shoes and sweaters"""
297,null,null,"""Sample 7400 training sample - Adidas sweaters and pants"""
298,null,null,"""Sample 7400 training sample - Puma socks and football"""
299,null,null,"""Sample 7400 training sample - Bata jeans and football"""
300,null,null,"""Sample 7500 training sample - Nike football and hoodies"""
301,null,null,"""Sample 7500 training sample - Adidas pants and pants"""
302,null,null,"""Sample 7500 training sample - Puma hoodies and jeans"""
303,null,null,"""Sample 7500 training sample - Bata tshirts and hoodies"""
304,null,null,"""Sample 7600 training sample - Nike shoes and socks"""
305,null,null,"""Sample 7600 training sample - Adidas football and socks"""
306,null,null,"""Sample 7600 training sample - Puma sweaters and hoodies"""
307,null,null,"""Sample 7600 training sample - Bata pants and football"""
308,null,null,"""Sample 7700 training sample - Nike pants and socks"""
309,null,null,"""Sample 7700 training sample - Adidas shoes and sweaters"""
310,null,null,"""Sample 7700 training sample - Puma shoes and jeans"""
311,null,null,"""Sample 7700 training sample - Bata jeans and sweaters"""
312,null,null,"""Sample 7800 training sample - Nike tshirts and tshirts"""
313,null,null,"""Sample 7800 training sample - Adidas hoodies and shoes"""
314,null,null,"""Sample 7800 training sample - Puma socks and jeans"""
315,null,null,"""Sample 7800 training sample - Bata pants and socks"""
316,null,null,"""Sample 7900 training sample - Nike jeans and shoes"""
317,null,null,"""Sample 7900 training sample - Adidas tshirts and football"""
318,null,null,"""Sample 7900 training sample - Puma tshirts and tshirts"""
319,null,null,"""Sample 7900 training sample - Bata socks and pants"""
320,null,null,"""Sample 8000 training sample - Nike football and hoodies"""
321,null,null,"""Sample 8000 training sample - Adidas pants and tshirts"""
322,null,null,"""Sample 8000 training sample - Puma football and football"""
323,null,null,"""Sample 8000 training sample - Bata socks and shoes"""
324,null,null,"""Sample 8100 training sample - Nike pants and sweaters"""
325,null,null,"""Sample 8100 training sample - Adidas football and shoes"""
326,null,null,"""Sample 8100 training sample - Puma shoes and pants"""
327,null,null,"""Sample 8100 training sample - Bata pants and pants"""
328,null,null,"""Sample 8200 training sample - Nike socks and football"""
329,null,null,"""Sample 8200 training sample - Adidas football and football"""
330,null,null,"""Sample 8200 training sample - Puma sweaters and jeans"""
331,null,null,"""Sample 8200 training sample - Bata jeans and pants"""
332,null,null,"""Sample 8300 training sample - Nike hoodies and socks"""
333,null,null,"""Sample 8300 training sample - Adidas socks and hoodies"""
334,null,null,"""Sample 8300 training sample - Puma jeans and shoes"""
335,null,null,"""Sample 8300 training sample - Bata sweaters and socks"""
336,null,null,"""Sample 8400 training sample - Nike socks and sweaters"""
337,null,null,"""Sample 8400 training sample - Adidas hoodies and sweaters"""
338,null,null,"""Sample 8400 training sample - Puma sweaters and sweaters"""
339,null,null,"""Sample 8400 training sample - Bata socks and tshirts"""
340,null,null,"""Sample 8500 training sample - Nike sweaters and hoodies"""
341,null,null,"""Sample 8500 training sample - Adidas tshirts and socks"""
342,null,null,"""Sample 8500 training sample - Puma jeans and hoodies"""
343,null,null,"""Sample 8500 training sample - Bata jeans and socks"""
344,null,null,"""Sample 8600 training sample - Nike hoodies and football"""
345,null,null,"""Sample 8600 training sample - Adidas shoes and sweaters"""
346,null,null,"""Sample 8600 training sample - Puma pants and sweaters"""
347,null,null,"""Sample 8600 training sample - Bata football and jeans"""
348,null,null,"""Sample 8700 training sample - Nike socks and football"""
349,null,null,"""Sample 8700 training sample - Adidas sweaters and football"""
350,null,null,"""Sample 8700 training sample - Puma tshirts and socks"""
351,null,null,"""Sample 8700 training sample - Bata hoodies and socks"""
352,null,null,"""Sample 8800 training sample - Nike football and pants"""
353,null,null,"""Sample 8800 training sample - Adidas sweaters and hoodies"""
354,null,null,"""Sample 8800 training sample - Puma sweaters and jeans"""
355,null,null,"""Sample 8800 training sample - Bata tshirts and football"""
356,null,null,"""Sample 8900 training sample - Nike pants and shoes"""
357,null,null,"""Sample 8900 training sample - Adidas jeans and tshirts"""
358,null,null,"""Sample 8900 training sample - Puma socks and football"""
359,null,null,"""Sample 8900 training sample - Bata hoodies and tshirts"""
360,null,null,"""Sample 9000 training sample - Nike socks and sweaters"""
361,null,null,"""Sample 9000 training sample - Adidas football and hoodies"""
362,null,null,"""Sample 9000 training sample - Puma jeans and pants"""
363,null,null,"""Sample 9000 training sample - Bata sweaters and tshirts"""
364,null,null,"""Sample 9100 training sample - Nike hoodies and sweaters"""
365,null,null,"""Sample 9100 training sample - Adidas shoes and hoodies"""
366,null,null,"""Sample 9100 training sample - Puma hoodies and sweaters"""
367,null,null,"""Sample 9100 training sample - Bata pants and jeans"""
368,null,null,"""Sample 9200 training sample - Nike sweaters and sweaters"""
369,null,null,"""Sample 9200 training sample - Adidas tshirts and tshirts"""
370,null,null,"""Sample 9200 training sample - Puma hoodies and hoodies"""
371,null,null,"""Sample 9200 training sample - Bata jeans and jeans"""
372,null,null,"""Sample 9300 training sample - Nike pants and pants"""
373,null,null,"""Sample 9300 training sample - Adidas hoodies and shoes"""
374,null,null,"""Sample 9300 training sample - Puma jeans and pants"""
375,null,null,"""Sample 9300 training sample - Bata shoes and sweaters"""
376,null,null,"""Sample 9400 training sample - Nike pants and football"""
377,null,null,"""Sample 9400 training sample - Adidas football and shoes"""
378,null,null,"""Sample 9400 training sample - Puma hoodies and sweaters"""
379,null,null,"""Sample 9400 training sample - Bata football and pants"""
380,null,null,"""Sample 9500 training sample - Nike pants and jeans"""
381,null,null,"""Sample 9500 training sample - Adidas tshirts and football"""
382,null,null,"""Sample 9500 training sample - Puma socks and sweaters"""
383,null,null,"""Sample 9500 training sample - Bata socks and pants"""
384,null,null,"""Sample 9600 training sample - Nike football and hoodies"""
385,null,null,"""Sample 9600 training sample - Adidas jeans and shoes"""
386,null,null,"""Sample 9600 training sample - Puma hoodies and football"""
387,null,null,"""Sample 9600 training sample - Bata shoes and hoodies"""
388,null,null,"""Sample 9700 training sample - Nike pants and socks"""
389,null,null,"""Sample 9700 training sample - Adidas sweaters and hoodies"""
390,null,null,"""Sample 9700 training sample - Puma socks and jeans"""
391,null,null,"""Sample 9700 training sample - Bata sweaters and pants"""
392,null,null,"""Sample 9800 training sample - Nike tshirts and socks"""
393,null,null,"""Sample 9800 training sample - Adidas hoodies and football"""
394,null,null,"""Sample 9800 training sample - Puma pants and shoes"""
395,null,null,"""Sample 9800 training sample - Bata jeans and football"""
396,null,null,"""Sample 9900 training sample - Nike sweaters and socks"""
397,null,null,"""Sample 9900 training sample - Adidas shoes and hoodies"""
398,null,null,"""Sample 9900 training sample - Puma football and hoodies"""
399,null,null,"""Sample 9900 training sample - Bata sweaters and shoes"""
400,null,null,"""Sample 10000 training sample - Nike football and shoes"""
401,null,null,"""Sample 10000 training sample - Adidas pants and jeans"""
402,null,null,"""Sample 10000 training sample - Puma socks and socks"""
403,null,null,"""Sample 10000 training sample - Bata socks and socks"""
404,null,null,"""Sample 10100 training sample - Nike football and sweaters"""
405,null,null,"""Sample 10100 training sample - Adidas hoodies and jeans"""
406,null,null,"""Sample 10100 training sample - Puma jeans and socks"""
407,null,null,"""Sample 10100 training sample - Bata pants and socks"""
408,null,null,"""Sample 10200 training sample - Nike sweaters and football"""
409,null,null,"""Sample 10200 training sample - Adidas tshirts and sweaters"""
410,null,null,"""Sample 10200 training sample - Puma hoodies and jeans"""
411,null,null,"""Sample 10200 training sample - Bata hoodies and hoodies"""
412,null,null,"""Sample 10300 training sample - Nike socks and football"""
413,null,null,"""Sample 10300 training sample - Adidas pants and sweaters"""
414,null,null,"""Sample 10300 training sample - Puma tshirts and jeans"""
415,null,null,"""Sample 10300 training sample - Bata shoes and sweaters"""
416,null,null,"""Sample 10400 training sample - Nike sweaters and shoes"""
417,null,null,"""Sample 10400 training sample - Adidas sweaters and pants"""
418,null,null,"""Sample 10400 training sample - Puma tshirts and jeans"""
419,null,null,"""Sample 10400 training sample - Bata shoes and socks"""
420,null,null,"""Sample 10500 training sample - Nike football and shoes"""
421,null,null,"""Sample 10500 training sample - Adidas jeans and socks"""
422,null,null,"""Sample 10500 training sample - Puma football and tshirts"""
423,null,null,"""Sample 10500 training sample - Bata football and football"""
424,null,null,"""Sample 10600 training sample - Nike pants and pants"""
425,null,null,"""Sample 10600 training sample - Adidas hoodies and shoes"""
426,null,null,"""Sample 10600 training sample - Puma socks and tshirts"""
427,null,null,"""Sample 10600 training sample - Bata football and socks"""
428,null,null,"""Sample 10700 training sample - Nike football and jeans"""
429,null,null,"""Sample 10700 training sample - Adidas hoodies and pants"""
430,null,null,"""Sample 10700 training sample - Puma tshirts and tshirts"""
431,null,null,"""Sample 10700 training sample - Bata sweaters and jeans"""
432,null,null,"""Sample 10800 training sample - Nike hoodies and sweaters"""
433,null,null,"""Sample 10800 training sample - Adidas football and tshirts"""
434,null,null,"""Sample 10800 training sample - Puma pants and hoodies"""
435,null,null,"""Sample 10800 training sample - Bata jeans and socks"""
436,null,null,"""Sample 10900 training sample - Nike sweaters and socks"""
437,null,null,"""Sample 10900 training sample - Adidas football and hoodies"""
